DeployID,Ptt,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Frequency
20992,80435,DS,8,0,1,72,56,4/5/2010 18:53,L,0,71.28700256,-158.9380035,401677356
20992,80435,DS,5,0,0,112,56,4/5/2010 19:00,M,1,71.28700256,-158.9429932,401677361
20992,80435,DS,11,0,0,67,56,4/5/2010 19:01,N,1,71.24700165,-158.8569946,401677361
20992,80435,DS,1,0,1,,,4/5/2010 19:19,A,,,,
20992,80435,DS,5,0,1,56,56,4/5/2010 20:06,P,0,71.32700348,-158.776001,401677422
20992,80435,DS,7,0,0,56,56,4/5/2010 20:13,K,2,71.24500275,-158.8439941,401677423
20992,80435,DS,7,0,1,65,56,4/5/2010 20:34,L,1,71.27400208,-158.8159943,401677417
20992,80435,DS,11,0,0,56,56,4/5/2010 20:45,M,0,71.23400116,-158.7149963,401677395
20992,80435,DS,5,0,0,56,56,4/5/2010 20:43,N,0,71.31600189,-158.8229981,401677405
20992,80435,DS,10,0,1,74,56,4/5/2010 21:01,A,1,71.27700043,-158.8699951,401677408
20992,80435,DS,10,0,1,62,56,4/6/2010 18:08,K,3,71.27600098,-158.9909973,401677347
20992,80435,DS,9,0,1,63,56,4/6/2010 18:12,P,2,71.27500153,-158.9869995,401677346
20992,80435,DS,4,0,1,56,56,4/6/2010 18:49,N,1,71.27200317,-158.9920044,401677344
20992,80435,DS,1,0,1,,,4/6/2010 19:00,A,,,,
20992,80435,DS,4,0,1,149,56,4/6/2010 19:47,K,1,71.26100159,-159.003006,401677345
20992,80435,DS,10,0,0,62,56,4/6/2010 19:53,P,1,71.27999878,-158.9660034,401677352
20992,80435,DS,12,0,3,66,56,4/6/2010 20:19,M,2,71.28399658,-159.0200043,401677354
20992,80435,DS,10,0,1,68,56,4/6/2010 20:19,L,1,71.25800323,-158.927002,401677354
20992,80435,DS,7,0,3,74,56,4/6/2010 20:30,N,1,71.27700043,-158.9810028,401677355
20992,80435,DS,11,0,0,56,56,4/6/2010 20:41,A,1,71.29399872,-159.0619965,401677394
20992,80435,DS,4,0,3,93,56,4/7/2010 18:03,P,2,71.35399628,-158.8200073,401677455
20992,80435,DS,2,0,0,56,56,4/7/2010 18:12,M,,,,
20992,80435,DS,7,0,1,102,56,4/7/2010 18:29,L,0,71.33000183,-158.7920075,401677479
20992,80435,DS,4,0,0,93,56,4/7/2010 18:41,A,0,70.96700287,-158.9660034,401677271
20992,80435,DS,6,0,1,78,56,4/7/2010 18:43,N,0,71.55200195,-158.8919983,401677368
20992,80435,DS,10,0,1,68,56,4/7/2010 19:24,K,2,71.35600281,-158.8280029,401677344
20992,80435,DS,5,0,1,126,56,4/7/2010 19:42,P,2,71.34300232,-158.8009949,401677332
20992,80435,DS,11,0,0,67,56,4/7/2010 19:56,M,3,71.34400177,-158.8110046,401677334
20992,80435,DS,9,0,2,63,56,4/7/2010 20:07,L,3,71.34200287,-158.8029938,401677334
20992,80435,DS,13,0,0,56,56,4/7/2010 20:20,A,3,71.34500122,-158.8090057,401677336
20992,80435,DS,9,0,1,70,56,4/7/2010 20:21,N,3,71.34100342,-158.8049927,401677336
20992,80435,DS,7,0,2,65,56,4/7/2010 21:02,K,2,71.34400177,-158.8029938,401677337
20992,80435,DS,6,0,0,67,56,4/8/2010 18:14,L,3,71.4489975,-158.4989929,401677341
20992,80435,DS,7,0,1,56,56,4/8/2010 18:17,A,1,71.44499969,-158.4790039,401677338
20992,80435,DS,7,0,1,65,56,4/8/2010 18:30,N,2,71.44799805,-158.4929962,401677341
20992,80435,DS,9,0,0,56,56,4/8/2010 18:58,K,1,71.44000244,-158.5619965,401677355
20992,80435,DS,9,0,0,56,56,4/8/2010 19:32,P,1,71.44400024,-158.4880066,401677468
20992,80435,DS,12,0,0,56,56,4/8/2010 19:33,M,1,71.4469986,-158.4960022,401677469
20992,80435,DS,10,0,1,68,56,4/8/2010 19:56,L,0,71.47499847,-158.677002,401677450
20992,80435,DS,13,0,1,56,56,4/8/2010 19:56,A,1,71.46099854,-158.4190064,401677430
20992,80435,DS,10,0,1,62,56,4/8/2010 20:08,N,0,71.4489975,-158.3430023,401677368
20992,80435,DS,6,0,2,78,56,4/8/2010 20:39,K,1,71.44000244,-158.4799957,401677389
20992,80435,DS,1,0,1,,,4/8/2010 21:07,P,,,,
20992,80435,DS,7,0,0,65,56,4/9/2010 18:04,L,3,71.39900208,-158.25,401677347
20992,80435,DS,12,0,0,61,56,4/9/2010 18:13,N,,,,
20992,80435,DS,4,0,1,93,56,4/9/2010 18:34,K,0,71.41000366,-158.3670044,401677340
20992,80435,DS,12,2,0,,,4/9/2010 19:08,M,2,71.39099884,-158.2949982,401677343
20992,80435,DS,7,0,1,84,56,4/9/2010 19:21,P,2,71.40200043,-158.2440033,401677340
20992,80435,DS,9,0,2,70,56,4/9/2010 19:37,A,1,71.39299774,-158.2640076,401677359
20992,80435,DS,7,0,1,93,56,4/9/2010 19:42,L,2,71.39199829,-158.2070007,401677366
20992,80435,DS,6,0,1,78,56,4/9/2010 19:58,N,2,71.39199829,-158.2640076,401677377
20992,80435,DS,6,0,0,67,56,4/9/2010 20:13,K,1,71.4260025,-158.3029938,401677374
20992,80435,DS,11,0,0,67,56,4/9/2010 20:47,M,0,71.38600159,-158.4470062,401677393
20992,80435,DS,12,0,0,61,56,4/9/2010 21:01,P,1,71.40100098,-158.2769928,401677443
20992,80435,DS,9,0,1,63,56,4/10/2010 18:10,N,2,71.41600037,-158.1699982,401677351
20992,80435,DS,10,0,2,68,56,4/10/2010 18:12,K,1,71.41100311,-158.1369934,401677354
20992,80435,DS,8,0,0,56,56,4/10/2010 19:13,P,1,71.43699646,-158.1679993,401677360
20992,80435,DS,6,0,0,67,56,4/10/2010 19:15,A,1,71.42299652,-158.2120056,401677359
20992,80435,DS,7,0,0,74,56,4/10/2010 19:31,L,0,71.30200195,-157.9089966,401677380
20992,80435,DS,7,0,0,74,56,4/10/2010 19:51,N,0,71.5510025,-158.1080017,401677414
20992,80435,DS,9,0,0,70,56,4/10/2010 19:52,K,0,71.52999878,-158.125,401677436
20992,80435,DS,6,0,3,78,56,4/10/2010 20:23,M,1,71.44300079,-158.3229981,401677345
20992,80435,DS,9,0,0,70,56,4/10/2010 20:51,P,0,71.41699982,-158.1130066,401677394
20992,80435,DS,9,0,0,70,56,4/10/2010 20:57,A,0,71.37999725,-158.0729981,401677365
20992,80435,DS,1,0,0,,,4/10/2010 21:07,L,,,,
20992,80435,DS,2,0,0,56,56,4/11/2010 18:02,N,B,71.82700348,-158.0919952,401677471
20992,80435,DS,9,0,3,56,56,4/11/2010 19:03,P,2,71.60199738,-157.9929962,401677473
20992,80435,DS,8,0,1,72,56,4/11/2010 19:22,L,1,71.60099792,-158.0359955,401677470
20992,80435,DS,10,0,0,62,55,4/11/2010 19:27,K,3,71.59100342,-157.9850006,401677471
20992,80435,DS,6,0,0,67,56,4/11/2010 19:38,N,1,71.58799744,-157.9889984,401677474
20992,80435,DS,9,0,2,70,56,4/11/2010 20:02,M,3,71.59600067,-157.9880066,401677471
20992,80435,DS,9,0,2,56,56,4/11/2010 20:37,A,2,71.60099792,-157.9629974,401677463
20992,80435,DS,8,0,1,64,56,4/11/2010 20:40,P,1,71.60199738,-157.9900055,401677465
20992,80435,DS,9,0,2,63,56,4/11/2010 20:59,L,2,71.60800171,-157.9750061,401677476
20992,80435,DS,5,0,0,70,56,4/11/2010 21:05,K,0,71.59799957,-157.9570007,401677475
20992,80435,DS,1,0,1,,,4/12/2010 18:38,A,,,,
20992,80435,DS,7,0,1,56,56,4/12/2010 18:50,P,0,71.62200165,-157.0039978,401677383
20992,80435,DS,8,0,1,88,56,4/12/2010 19:03,K,1,71.63899994,-156.9309998,401677406
20992,80435,DS,11,1,2,,,4/12/2010 19:08,L,0,71.63400269,-156.8309937,401677415
20992,80435,DS,12,0,1,61,56,4/12/2010 19:28,N,0,71.6269989,-156.9799957,401677441
20992,80435,DS,16,0,0,62,56,4/12/2010 19:38,M,1,71.65599823,-156.852005,401677441
20992,80435,DS,12,1,2,,,4/12/2010 20:16,A,0,71.68299866,-156.7640076,401677426
20992,80435,DS,13,0,2,61,56,4/12/2010 20:29,P,0,71.68800354,-157.0590057,401677430
20992,80435,DS,4,0,1,149,56,4/12/2010 20:42,K,0,71.6780014,-156.7960053,401677421
20992,80435,DS,10,0,0,72,56,4/12/2010 20:48,L,0,71.65299988,-156.9290009,401677400
20992,80435,DS,1,0,1,,,4/12/2010 21:07,N,,,,
20992,80435,DS,5,0,1,56,56,4/13/2010 18:09,A,,,,
20992,80435,DS,6,0,0,78,56,4/13/2010 18:39,K,2,71.69599915,-156.6519928,401677419
20992,80435,DS,9,0,1,63,56,4/13/2010 18:39,P,2,71.68399811,-156.6920013,401677422
20992,80435,DS,14,1,0,,,4/13/2010 18:53,L,,,,
20992,80435,DS,10,0,2,68,56,4/13/2010 19:15,M,2,71.6969986,-156.7160034,401677379
20992,80435,DS,8,0,0,56,56,4/13/2010 19:17,N,1,71.72599792,-156.6809998,401677384
20992,80435,DS,2,0,1,56,56,4/13/2010 19:57,A,B,71.70899963,-156.5720062,401677472
20992,80435,DS,2,0,1,168,168,4/13/2010 20:21,K,B,71.71800232,-156.6950073,401677472
20992,80435,DS,4,0,1,56,56,4/13/2010 20:24,P,1,71.69799805,-156.6970062,401677471
20992,80435,DS,4,0,0,93,56,4/13/2010 20:38,L,2,71.70200348,-156.6990051,401677468
20992,80435,DS,4,0,1,56,56,4/13/2010 20:56,M,,,,
20992,80435,DS,4,0,0,112,56,4/13/2010 20:59,N,3,71.6989975,-156.7050018,401677472
20992,80435,DS,5,0,1,84,56,4/14/2010 18:16,K,1,71.74199677,-156.6569977,401677359
20992,80435,DS,6,0,0,100,56,4/14/2010 18:30,P,1,71.73200226,-156.7640076,401677389
20992,80435,DS,11,0,2,67,56,4/14/2010 18:40,L,,,,
20992,80435,DS,9,0,0,84,56,4/14/2010 18:52,M,1,71.76499939,-156.7409973,401677437
20992,80435,DS,5,0,1,112,112,4/14/2010 19:07,N,0,71.80200195,-156.6289978,401677400
20992,80435,DS,10,0,1,68,56,4/14/2010 19:34,A,1,71.7480011,-156.7940064,401677443
20992,80435,DS,9,0,2,56,56,4/14/2010 19:54,K,1,71.76200104,-156.7039948,401677447
20992,80435,DS,10,0,2,56,56,4/14/2010 20:12,P,2,71.75800323,-156.6970062,401677467
20992,80435,DS,10,0,0,87,56,4/14/2010 20:25,L,0,71.80599976,-156.6719971,401677384
20992,80435,DS,10,0,0,74,56,4/14/2010 20:33,M,0,71.77799988,-156.7899933,401677374
20992,80435,DS,9,0,2,77,56,4/14/2010 20:46,N,1,71.75900269,-156.6779938,401677388
20992,80435,DS,10,0,1,56,56,4/15/2010 18:19,P,1,71.91500092,-156.4349976,401677435
20992,80435,DS,10,0,0,56,56,4/15/2010 18:28,M,2,71.93599701,-156.4380035,401677456
20992,80435,DS,10,0,0,56,56,4/15/2010 18:28,L,,,,
20992,80435,DS,7,0,0,65,56,4/15/2010 18:55,N,2,71.9509964,-156.3500061,401677455
20992,80435,DS,11,1,1,,,4/15/2010 19:11,A,1,71.91600037,-156.2720032,401677395
20992,80435,DS,9,0,0,84,56,4/15/2010 19:31,K,2,71.93699646,-156.3699951,401677388
20992,80435,DS,10,0,1,62,56,4/15/2010 19:59,P,2,71.95400238,-156.3589935,401677397
20992,80435,DS,10,0,1,74,56,4/15/2010 20:09,M,1,71.94999695,-156.4880066,401677405
20992,80435,DS,12,0,2,66,56,4/15/2010 20:15,L,1,71.94300079,-156.3529968,401677412
20992,80435,DS,7,0,1,65,56,4/15/2010 20:34,N,1,71.96199799,-156.3860016,401677357
20992,80435,DS,11,1,0,,,4/15/2010 20:53,A,0,71.95600128,-156.4389954,401677372
20992,80435,DS,4,0,0,74,56,4/16/2010 18:03,M,2,72.16899872,-155.8399963,401677369
20992,80435,DS,9,0,0,77,56,4/16/2010 18:09,P,1,72.16699982,-155.9219971,401677370
20992,80435,DS,10,0,2,80,56,4/16/2010 18:19,L,1,72.17099762,-155.8800049,401677378
20992,80435,DS,5,0,1,98,56,4/16/2010 18:43,N,1,72.11699677,-155.8840027,401677399
20992,80435,DS,5,0,1,70,56,4/16/2010 18:49,A,1,72.18699646,-155.779007,401677381
20992,80435,DS,7,0,1,84,56,4/16/2010 19:08,K,1,72.20899963,-155.8910065,401677384
20992,80435,DS,11,1,1,,,4/16/2010 19:45,M,0,72.20500183,-155.7630005,401677385
20992,80435,DS,12,0,3,66,56,4/16/2010 19:49,P,1,72.23100281,-155.7460022,401677381
20992,80435,DS,8,0,2,72,56,4/16/2010 20:01,L,0,72.17299652,-155.7700043,401677384
20992,80435,DS,3,0,0,140,56,4/16/2010 20:26,N,A,72.18699646,-155.8580017,401677382
20992,80435,DS,13,2,1,,,4/16/2010 20:33,A,0,72.19100189,-155.9089966,401677388
20992,80435,DS,3,0,1,168,112,4/16/2010 20:46,K,A,72.16300201,-155.8760071,401677422
20992,80435,DS,2,0,0,112,112,4/17/2010 18:02,P,B,72.3010025,-156.1069946,401677362
20992,80435,DS,6,0,0,78,56,4/17/2010 18:07,L,1,72.29000092,-156.2519989,401677360
20992,80435,DS,12,0,1,56,56,4/17/2010 18:32,A,1,72.26599884,-156.0729981,401677365
20992,80435,DS,8,0,1,64,56,4/17/2010 18:33,N,1,72.26799774,-156.0659943,401677378
20992,80435,DS,9,0,2,98,56,4/17/2010 18:44,K,1,72.25299835,-156.0729981,401677362
20992,80435,DS,10,0,1,68,56,4/17/2010 19:22,M,1,72.24099731,-156.223999,401677372
20992,80435,DS,10,1,1,,,4/17/2010 19:39,P,1,72.23300171,-156.1329956,401677375
20992,80435,DS,9,0,2,91,56,4/17/2010 19:49,L,0,72.23100281,-156.1239929,401677370
20992,80435,DS,11,0,2,67,56,4/17/2010 20:12,A,1,72.19000244,-156.1710053,401677358
20992,80435,DS,9,0,0,98,56,4/17/2010 20:14,N,0,72.2440033,-156.0480042,401677362
20992,80435,DS,9,0,0,56,56,4/17/2010 20:22,K,0,72.20600128,-156.1230011,401677357
20992,80435,DS,6,0,1,89,56,4/17/2010 21:00,M,0,72.16500092,-156.052002,401677368
20992,80435,DS,2,0,0,56,56,4/18/2010 18:02,L,B,72.17299652,-156.9360046,401677493
20992,80435,DS,10,0,2,56,56,4/18/2010 18:10,A,1,72.02100372,-155.9459992,401677381
20992,80435,DS,6,0,0,100,56,4/18/2010 18:20,K,0,71.95800018,-155.6329956,401677413
20992,80435,DS,4,0,1,56,56,4/18/2010 18:21,N,0,72.22899628,-156.0480042,401677354
20992,80435,DS,6,0,0,67,56,4/18/2010 18:59,M,2,72.02799988,-155.8990021,401677493
20992,80435,DS,5,0,0,70,56,4/18/2010 19:24,P,,,,
20992,80435,DS,8,0,1,64,56,4/18/2010 19:38,L,1,72.02899933,-155.9219971,401677443
20992,80435,DS,13,0,1,56,56,4/18/2010 19:51,A,1,72.01599884,-155.9340057,401677455
20992,80435,DS,5,0,0,70,56,4/18/2010 19:58,K,1,72.02400208,-155.8549957,401677463
20992,80435,DS,7,0,0,74,56,4/18/2010 20:05,N,2,72.02700043,-155.8959961,401677448
20992,80435,DS,11,0,2,56,56,4/18/2010 20:38,M,0,72.01799774,-155.7910004,401677418
20992,80435,DS,2,0,0,56,56,4/18/2010 21:07,P,B,71.64800262,-158.1130066,401677493
20992,80435,DS,4,0,1,112,56,4/19/2010 18:15,N,2,72.04199982,-156.1450043,401677380
20992,80435,DS,9,0,2,70,56,4/19/2010 18:36,M,1,72.02500153,-156.2669983,401677357
20992,80435,DS,7,0,1,74,56,4/19/2010 19:18,P,1,72.02500153,-156.2550049,401677373
20992,80435,DS,7,0,2,84,56,4/19/2010 19:26,L,0,72.00099945,-156.1869965,401677373
20992,80435,DS,10,0,0,56,56,4/19/2010 19:31,A,2,72.00800323,-156.3300018,401677375
20992,80435,DS,4,0,0,130,56,4/19/2010 19:36,K,1,72.01399994,-156.2810059,401677378
20992,80435,DS,7,0,1,74,56,4/19/2010 19:51,N,1,71.9960022,-156.2510071,401677397
20992,80435,DS,9,1,0,,,4/19/2010 20:15,M,1,72.01000214,-156.2409973,401677411
20992,80435,DS,8,0,0,64,56,4/19/2010 20:58,P,1,72.02400208,-156.2220001,401677399
20992,80435,DS,4,0,1,74,56,4/19/2010 21:05,L,2,72.01799774,-156.2910004,401677390
20992,80435,DS,1,0,0,,,4/19/2010 21:07,A,,,,
20992,80435,DS,8,0,0,56,56,4/20/2010 18:05,N,2,71.95400238,-156.5110016,401677377
20992,80435,DS,9,0,3,63,56,4/20/2010 18:10,M,1,71.9469986,-156.5789948,401677381
20992,80435,DS,5,0,0,98,56,4/20/2010 19:10,P,0,71.98999786,-156.4620056,401677387
20992,80435,DS,6,0,1,67,56,4/20/2010 19:11,A,0,71.94000244,-156.4920044,401677374
20992,80435,DS,8,0,0,64,56,4/20/2010 19:13,K,1,71.94799805,-156.5829926,401677365
20992,80435,DS,8,0,1,72,56,4/20/2010 19:14,L,0,72.01899719,-156.845993,401677371
20992,80435,DS,7,0,1,65,56,4/20/2010 19:44,N,2,71.93299866,-156.5619965,401677389
20992,80435,DS,10,0,0,56,56,4/20/2010 19:54,M,1,71.92900085,-156.5200043,401677386
20992,80435,DS,10,0,2,68,56,4/20/2010 20:50,A,0,71.9509964,-156.6990051,401677377
20992,80435,DS,7,0,1,74,56,4/20/2010 20:49,P,0,71.90799713,-156.6289978,401677380
20992,80435,DS,8,0,0,72,56,4/20/2010 20:48,K,1,71.98400116,-156.6049957,401677380
20992,80435,DS,9,0,0,63,56,4/20/2010 20:54,L,0,71.91600037,-156.5359955,401677384
20992,80435,DS,1,0,0,,,4/21/2010 18:49,K,,,,
20992,80435,DS,1,0,0,,,4/21/2010 19:34,M,,,,
20992,80435,DS,4,0,2,74,56,4/21/2010 20:27,K,1,71.80599976,-157.0540009,401677392
20992,80435,DS,5,0,1,70,56,4/21/2010 20:31,A,,,,
20992,80435,DS,1,0,1,,,4/21/2010 20:39,P,,,,
20992,80435,DS,2,0,0,56,56,4/21/2010 20:43,L,B,71.7009964,-157.0890045,401677392
20992,80435,DS,3,0,2,56,56,4/21/2010 21:04,M,,,,
20992,80435,DS,10,0,0,56,56,4/22/2010 18:23,K,2,71.86299896,-157.1900024,401677414
20992,80435,DS,7,0,1,65,56,4/22/2010 18:26,A,1,71.85500336,-157.2059937,401677410
20992,80435,DS,11,0,1,56,56,4/22/2010 18:48,P,1,71.83300018,-157.2550049,401677441
20992,80435,DS,9,0,1,77,56,4/22/2010 18:45,L,,,,
20992,80435,DS,11,0,2,61,56,4/22/2010 19:04,M,2,71.86299896,-157.2250061,401677452
20992,80435,DS,11,0,0,56,56,4/22/2010 19:22,N,3,71.85500336,-157.1990051,401677459
20992,80435,DS,6,0,0,67,56,4/22/2010 20:03,K,1,71.85099792,-157.1929932,401677461
20992,80435,DS,12,0,1,56,56,4/22/2010 20:09,A,0,71.8730011,-156.9750061,401677454
20992,80435,DS,4,0,3,93,56,4/22/2010 20:25,P,1,71.83200073,-157.2899933,401677475
20992,80435,DS,5,0,1,70,56,4/22/2010 20:33,L,2,71.85800171,-157.1909943,401677474
20992,80435,DS,5,0,0,56,56,4/22/2010 20:48,M,1,71.87999725,-157.4450073,401677448
20992,80435,DS,9,0,0,63,56,4/22/2010 21:00,N,0,71.89199829,-157.0850067,401677485
20992,80435,DS,1,0,0,,,4/23/2010 18:04,K,,,,
20992,80435,DS,4,0,1,93,56,4/23/2010 18:07,A,0,71.92199707,-157.1990051,401677467
20992,80435,DS,5,0,0,70,56,4/23/2010 18:36,P,2,71.89399719,-157.199997,401677484
20992,80435,DS,9,0,0,70,56,4/23/2010 18:39,L,1,71.91000366,-157.2559967,401677487
20992,80435,DS,10,0,0,62,56,4/23/2010 18:42,M,3,71.89800262,-157.2149963,401677488
20992,80435,DS,10,0,1,56,56,4/23/2010 19:11,N,3,71.90200043,-157.1790009,401677491
20992,80435,DS,7,0,0,65,56,4/23/2010 19:38,K,3,71.89600372,-157.1849976,401677462
20992,80435,DS,10,0,0,62,56,4/23/2010 19:47,A,2,71.89800262,-157.2089996,401677466
20992,80435,DS,9,0,0,56,56,4/23/2010 20:18,L,1,71.89600372,-157.1970062,401677467
20992,80435,DS,10,0,1,56,56,4/23/2010 20:18,P,2,71.89600372,-157.2100067,401677468
20992,80435,DS,6,0,1,112,56,4/23/2010 20:21,M,0,71.90499878,-157.2420044,401677473
20992,80435,DS,3,0,0,252,112,4/23/2010 20:50,N,A,71.76300049,-157.677002,401677407
20992,80435,DS,10,0,0,62,56,4/24/2010 18:17,M,2,71.89299774,-157.276001,401677444
20992,80435,DS,12,0,0,61,56,4/24/2010 18:21,L,,,,
20992,80435,DS,8,0,0,56,56,4/24/2010 18:27,P,3,71.88500214,-157.2649994,401677452
20992,80435,DS,9,0,0,56,56,4/24/2010 19:01,N,1,71.87999725,-157.2570038,401677455
20992,80435,DS,8,0,0,56,56,4/24/2010 19:15,K,1,71.91400146,-157.253006,401677444
20992,80435,DS,11,0,1,56,56,4/24/2010 19:26,A,2,71.89199829,-157.2100067,401677433
20992,80435,DS,10,0,1,68,56,4/24/2010 19:56,M,2,71.88899994,-157.2689972,401677416
20992,80435,DS,9,0,1,56,56,4/24/2010 20:06,L,1,71.89600372,-157.2630005,401677410
20992,80435,DS,10,0,0,56,56,4/24/2010 20:08,P,2,71.89299774,-157.2310028,401677407
20992,80435,DS,6,0,0,134,112,4/24/2010 20:39,N,0,71.84600067,-157.1900024,401677386
20992,80435,DS,2,0,0,168,168,4/24/2010 20:52,K,B,71.35700226,-157.352005,401677451
20992,80435,DS,6,0,2,56,56,4/24/2010 21:05,A,0,71.82800293,-156.9700012,401677396
20992,80435,DS,11,0,1,61,56,4/25/2010 18:15,L,1,71.88300323,-157.3379974,401677462
20992,80435,DS,6,0,1,78,56,4/25/2010 18:16,P,2,71.86699677,-157.2830048,401677457
20992,80435,DS,8,0,0,72,56,4/25/2010 18:50,N,1,71.84400177,-157.2779999,401677454
20992,80435,DS,8,0,0,72,56,4/25/2010 18:51,K,1,71.82900238,-157.2489929,401677455
20992,80435,DS,8,0,1,56,56,4/25/2010 19:06,A,3,71.86499786,-157.2460022,401677469
20992,80435,DS,4,0,1,74,56,4/25/2010 19:34,M,2,71.86799622,-157.2480011,401677486
20992,80435,DS,6,0,2,78,56,4/25/2010 19:49,L,,,,
20992,80435,DS,8,0,2,80,56,4/25/2010 19:55,P,0,71.82299805,-157.3320007,401677402
